Causa de muerte,CCAA,Año,TME
Todas las afecciones originadas en el periodo perinatal,Madrid,1994,0.0022071644558236034
"Todas las malformaciones congénitas, deformidades y anomalías cromosómicas",Madrid,1994,0.0025618873147952538
"Todos los síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",Madrid,1994,0.02248548789370296
Todas las causas externas de mortalidad,Madrid,1994,0.02973759967712337
Todas las causas,Murcia,1994,0.7811745487758103
Todas las enfermedades infecciosas y parasitarias,Murcia,1994,0.017475940688496876
Todos los tumores,Murcia,1994,0.17696689412983152
"Todas las enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad",Murcia,1994,0.00340320950249676
"Todas las enfermedades endocrinas, nutricionales y metabólicas",Murcia,1994,0.024834231504706084
Todos los trastornos mentales y del comportamiento,Murcia,1994,0.02060321428538579
Todas las enfermedades del sistema nervioso y de los órganos de los sentidos,Murcia,1994,0.012785030293163503
Todas las enfermedades del sistema circulatorio,Murcia,1994,0.31033591517362347
Todas las enfermedades del sistema respiratorio,Murcia,1994,0.07873371173343856
Todas las enfermedades del sistema digestivo,Murcia,1994,0.04157434311158204
Todas las enfermedades de la piel y del tejido subcutáneo,Murcia,1994,0.002023529974457533
Todas las enfermedades del sistema osteomuscular y del tejido conjuntivo,Murcia,1994,0.0064385044641830595
Todas las enfermedades del sistema genitourinario,Murcia,1994,0.021063107461398865
"Todos los fallecimientos a causa del embarazo, parto o puerperio",Murcia,1994,0.0
Todas las afecciones originadas en el periodo perinatal,Murcia,1994,0.0037711240433072205
"Todas las malformaciones congénitas, deformidades y anomalías cromosómicas",Murcia,1994,0.004047059948915066
"Todos los síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",Murcia,1994,0.018579684310928258
Todas las causas externas de mortalidad,Murcia,1994,0.03853904814989574
Todas las causas,Navarra,1994,0.8470824188299402
Todas las enfermedades infecciosas y parasitarias,Navarra,1994,0.015325815484749868
Todos los tumores,Navarra,1994,0.23480662983425415
"Todas las enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad",Navarra,1994,0.002459698781503065
"Todas las enfermedades endocrinas, nutricionales y metabólicas",Navarra,1994,0.028948762582305304
Todos los trastornos mentales y del comportamiento,Navarra,1994,0.02308332702641338
Todas las enfermedades del sistema nervioso y de los órganos de los sentidos,Navarra,1994,0.021758873836373267
Todas las enfermedades del sistema circulatorio,Navarra,1994,0.3154090668281238
Todas las enfermedades del sistema respiratorio,Navarra,1994,0.07246651025505184
Todas las enfermedades del sistema digestivo,Navarra,1994,0.03916597290547188
Todas las enfermedades de la piel y del tejido subcutáneo,Navarra,1994,0.0007568303943086354
Todas las enfermedades del sistema osteomuscular y del tejido conjuntivo,Navarra,1994,0.00832513433739499
Todas las enfermedades del sistema genitourinario,Navarra,1994,0.01835313706198441
"Todos los fallecimientos a causa del embarazo, parto o puerperio",Navarra,1994,0.00018920759857715886
Todas las afecciones originadas en el periodo perinatal,Navarra,1994,0.0030273215772345418
"Todas las malformaciones congénitas, deformidades y anomalías cromosómicas",Navarra,1994,0.0028381139786573827
"Todos los síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",Navarra,1994,0.018920759857715887
Todas las causas externas de mortalidad,Navarra,1994,0.04124725648982063
Todas las causas,País Vasco,1994,0.7982357494969963
Todas las enfermedades infecciosas y parasitarias,País Vasco,1994,0.025281115530413036
Todos los tumores,País Vasco,1994,0.235957078283855
"Todas las enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad",País Vasco,1994,0.003999272513285679
"Todas las enfermedades endocrinas, nutricionales y metabólicas",País Vasco,1994,0.02190077804894538
Todos los trastornos mentales y del comportamiento,País Vasco,1994,0.0229005961772668
Todas las enfermedades del sistema nervioso y de los órganos de los sentidos,País Vasco,1994,0.01856805095454065
Todas las enfermedades del sistema circulatorio,País Vasco,1994,0.2718553101293003
Todas las enfermedades del sistema respiratorio,País Vasco,1994,0.06913028201536672
Todas las enfermedades del sistema digestivo,País Vasco,1994,0.0419447510024367
Todas las enfermedades de la piel y del tejido subcutáneo,País Vasco,1994,0.0013807012248248174
Todas las enfermedades del sistema osteomuscular y del tejido conjuntivo,País Vasco,1994,0.006998726898249938
Todas las enfermedades del sistema genitourinario,País Vasco,1994,0.012902414894052605
"Todos los fallecimientos a causa del embarazo, parto o puerperio",País Vasco,1994,4.761038706292474e-05
Todas las afecciones originadas en el periodo perinatal,País Vasco,1994,0.0018568050954540652
"Todas las malformaciones congénitas, deformidades y anomalías cromosómicas",País Vasco,1994,0.002332908966083312
"Todos los síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",País Vasco,1994,0.02247210269370048
Todas las causas externas de mortalidad,País Vasco,1994,0.03870724468215782
Todas las causas,La Rioja,1994,0.9130195234757709
Todas las enfermedades infecciosas y parasitarias,La Rioja,1994,0.017615729722233676
Todos los tumores,La Rioja,1994,0.254865876832317
"Todas las enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad",La Rioja,1994,0.0026236193203326747
"Todas las enfermedades endocrinas, nutricionales y metabólicas",La Rioja,1994,0.02473698216313665
Todos los trastornos mentales y del comportamiento,La Rioja,1994,0.0239873766430416
Todas las enfermedades del sistema nervioso y de los órganos de los sentidos,La Rioja,1994,0.016866124202138625
Todas las enfermedades del sistema circulatorio,La Rioja,1994,0.3470673558040081
Todas las enfermedades del sistema respiratorio,La Rioja,1994,0.0809573961702654
Todas las enfermedades del sistema digestivo,La Rioja,1994,0.04535113396575052
Todas las enfermedades de la piel y del tejido subcutáneo,La Rioja,1994,0.0011244082801425749
Todas las enfermedades del sistema osteomuscular y del tejido conjuntivo,La Rioja,1994,0.011618885561473275
Todas las enfermedades del sistema genitourinario,La Rioja,1994,0.0134928993617109
"Todos los fallecimientos a causa del embarazo, parto o puerperio",La Rioja,1994,0.0
Todas las afecciones originadas en el periodo perinatal,La Rioja,1994,0.0026236193203326747
"Todas las malformaciones congénitas, deformidades y anomalías cromosómicas",La Rioja,1994,0.0029984220803802
"Todos los síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",La Rioja,1994,0.021738560082756448
Todas las causas externas de mortalidad,La Rioja,1994,0.04535113396575052
Todas las causas,Ceuta,1994,0.6888350711312847
Todas las enfermedades infecciosas y parasitarias,Ceuta,1994,0.026103223748132894
Todos los tumores,Ceuta,1994,0.1711211334599823
"Todas las enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad",Ceuta,1994,0.001450179097118494
"Todas las enfermedades endocrinas, nutricionales y metabólicas",Ceuta,1994,0.030453761039488374
Todos los trastornos mentales y del comportamiento,Ceuta,1994,0.024653044651014398
Todas las enfermedades del sistema nervioso y de los órganos de los sentidos,Ceuta,1994,0.010151253679829459
Todas las enfermedades del sistema circulatorio,Ceuta,1994,0.25958205838421045
Todas las enfermedades del sistema respiratorio,Ceuta,1994,0.06380788027321374
Todas las enfermedades del sistema digestivo,Ceuta,1994,0.03190394013660687
Todas las enfermedades de la piel y del tejido subcutáneo,Ceuta,1994,0.0
Todas las enfermedades del sistema osteomuscular y del tejido conjuntivo,Ceuta,1994,0.004350537291355482
Todas las enfermedades del sistema genitourinario,Ceuta,1994,0.015951970068303435
"Todos los fallecimientos a causa del embarazo, parto o puerperio",Ceuta,1994,0.0
Todas las afecciones originadas en el periodo perinatal,Ceuta,1994,0.008701074582710964
"Todas las malformaciones congénitas, deformidades y anomalías cromosómicas",Ceuta,1994,0.002900358194236988
"Todos los síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",Ceuta,1994,0.004350537291355482
Todas las causas externas de mortalidad,Ceuta,1994,0.03335411923372536
Todas las causas,Melilla,1994,0.7236521768330564
Todas las enfermedades infecciosas y parasitarias,Melilla,1994,0.020148088450108296
Todos los tumores,Melilla,1994,0.1880488255343441
"Todas las enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad",Melilla,1994,0.001679007370842358
"Todas las enfermedades endocrinas, nutricionales y metabólicas",Melilla,1994,0.05037022112527074
Todos los trastornos mentales y del comportamiento,Melilla,1994,0.001679007370842358
Todas las enfermedades del sistema nervioso y de los órganos de los sentidos,Melilla,1994,0.016790073708423583
Todas las enfermedades del sistema circulatorio,Melilla,1994,0.29046827515572793
Todas las enfermedades del sistema respiratorio,Melilla,1994,0.043654191641901305
Todas las enfermedades del sistema digestivo,Melilla,1994,0.020148088450108296
Todas las enfermedades de la piel y del tejido subcutáneo,Melilla,1994,0.0
Todas las enfermedades del sistema osteomuscular y del tejido conjuntivo,Melilla,1994,0.001679007370842358
Todas las enfermedades del sistema genitourinario,Melilla,1994,0.01846908107926594
"Todos los fallecimientos a causa del embarazo, parto o puerperio",Melilla,1994,0.0
Todas las afecciones originadas en el periodo perinatal,Melilla,1994,0.003358014741684716
"Todas las malformaciones congénitas, deformidades y anomalías cromosómicas",Melilla,1994,0.0
"Todos los síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",Melilla,1994,0.0319011400460048
Todas las causas externas de mortalidad,Melilla,1994,0.03525915478768952
Todas las causas,Andalucía,1993,0.8099680851835567
Todas las enfermedades infecciosas y parasitarias,Andalucía,1993,0.019501365308934485
Todos los tumores,Andalucía,1993,0.19004941057087793
"Todas las enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad",Andalucía,1993,0.003001304216035869
"Todas las enfermedades endocrinas, nutricionales y metabólicas",Andalucía,1993,0.027381566899853306
Todos los trastornos mentales y del comportamiento,Andalucía,1993,0.011222886381290523
Todas las enfermedades del sistema nervioso y de los órganos de los sentidos,Andalucía,1993,0.010739263900981427
Todas las enfermedades del sistema circulatorio,Andalucía,1993,0.32746931593164824
Todas las enfermedades del sistema respiratorio,Andalucía,1993,0.08392272452422572
Todas las enfermedades del sistema digestivo,Andalucía,1993,0.04975621870944772
Todas las enfermedades de la piel y del tejido subcutáneo,Andalucía,1993,0.0011379352477861114
Todas las enfermedades del sistema osteomuscular y del tejido conjuntivo,Andalucía,1993,0.006358213197004897
Todas las enfermedades del sistema genitourinario,Andalucía,1993,0.015916869278408234
"Todos los fallecimientos a causa del embarazo, parto o puerperio",Andalucía,1993,4.2672571791979176e-05
Todas las afecciones originadas en el periodo perinatal,Andalucía,1993,0.004480620038157814
"Todas las malformaciones congénitas, deformidades y anomalías cromosómicas",Andalucía,1993,0.004992690899661564
"Todos los síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",Andalucía,1993,0.018747483207276185
Todas las causas externas de mortalidad,Andalucía,1993,0.0352475443001748
Todas las causas,Aragón,1993,1.0130369737123317
Todas las enfermedades infecciosas y parasitarias,Aragón,1993,0.018773912642637735
Todos los tumores,Aragón,1993,0.264427207087152
"Todas las enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad",Aragón,1993,0.0026819875203768196
"Todas las enfermedades endocrinas, nutricionales y metabólicas",Aragón,1993,0.03243528657455716
Todos los trastornos mentales y del comportamiento,Aragón,1993,0.03721257684522837
Todas las enfermedades del sistema nervioso y de los órganos de los sentidos,Aragón,1993,0.017432918882449328
Todas las enfermedades del sistema circulatorio,Aragón,1993,0.37665162239291955
Todas las enfermedades del sistema respiratorio,Aragón,1993,0.09806016871377746
Todas las enfermedades del sistema digestivo,Aragón,1993,0.05414262306760704
Todas las enfermedades de la piel y del tejido subcutáneo,Aragón,1993,0.002933423850412146
Todas las enfermedades del sistema osteomuscular y del tejido conjuntivo,Aragón,1993,0.014248058702001852
Todas las enfermedades del sistema genitourinario,Aragón,1993,0.025059820893520907
"Todos los fallecimientos a causa del embarazo, parto o puerperio",Aragón,1993,0.0
Todas las afecciones originadas en el periodo perinatal,Aragón,1993,0.001676242200235512
"Todas las malformaciones congénitas, deformidades y anomalías cromosómicas",Aragón,1993,0.003352484400471024
"Todos los síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",Aragón,1993,0.022713081813191188
Todas las causas externas de mortalidad,Aragón,1993,0.041235558125793596
Todas las causas,Asturias,1993,1.0739463081835479
Todas las enfermedades infecciosas y parasitarias,Asturias,1993,0.02621169518181385
Todos los tumores,Asturias,1993,0.2872288555937224
"Todas las enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad",Asturias,1993,0.0033910235025423514
"Todas las enfermedades endocrinas, nutricionales y metabólicas",Asturias,1993,0.03226054791607858
Todos los trastornos mentales y del comportamiento,Asturias,1993,0.034918377147800966
Todas las enfermedades del sistema nervioso y de los órganos de los sentidos,Asturias,1993,0.019429648176729146
Todas las enfermedades del sistema circulatorio,Asturias,1993,0.38795141854761545
Todas las enfermedades del sistema respiratorio,Asturias,1993,0.1160279933572599
Todas las enfermedades del sistema digestivo,Asturias,1993,0.05535616744690757
Todas las enfermedades de la piel y del tejido subcutáneo,Asturias,1993,0.0019246349609024155
Todas las enfermedades del sistema osteomuscular y del tejido conjuntivo,Asturias,1993,0.01228100403623446
Todas las enfermedades del sistema genitourinario,Asturias,1993,0.016038624674186795
"Todos los fallecimientos a causa del embarazo, parto o puerperio",Asturias,1993,9.164928385249598e-05
Todas las afecciones originadas en el periodo perinatal,Asturias,1993,0.0021995828124599034
"Todas las malformaciones congénitas, deformidades y anomalías cromosómicas",Asturias,1993,0.0021995828124599034
"Todos los síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",Asturias,1993,0.020621088866811594
Todas las causas externas de mortalidad,Asturias,1993,0.05581441386617005
Todas las causas,Baleares,1993,0.9280146821863785
Todas las enfermedades infecciosas y parasitarias,Baleares,1993,0.02143883241660704
Todos los tumores,Baleares,1993,0.23036503367398772
"Todas las enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad",Baleares,1993,0.0035503798906482997
"Todas las enfermedades endocrinas, nutricionales y metabólicas",Baleares,1993,0.02567197767084155
Todos los trastornos mentales y del comportamiento,Baleares,1993,0.01379186034444147
Todas las enfermedades del sistema nervioso y de los órganos de los sentidos,Baleares,1993,0.017615346380524255
Todas las enfermedades del sistema circulatorio,Baleares,1993,0.3865817488625129
Todas las enfermedades del sistema respiratorio,Baleares,1993,0.08712086039360058
Todas las enfermedades del sistema digestivo,Baleares,1993,0.044652854778538226
Todas las enfermedades de la piel y del tejido subcutáneo,Baleares,1993,0.0020482960907586343
Todas las enfermedades del sistema osteomuscular y del tejido conjuntivo,Baleares,1993,0.008193184363034537
Todas las enfermedades del sistema genitourinario,Baleares,1993,0.015976709507917346
"Todos los fallecimientos a causa del embarazo, parto o puerperio",Baleares,1993,0.0
Todas las afecciones originadas en el periodo perinatal,Baleares,1993,0.003413826817931057
"Todas las malformaciones congénitas, deformidades y anomalías cromosómicas",Baleares,1993,0.0021848491634758765
"Todos los síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",Baleares,1993,0.021302279343889795
Todas las causas externas de mortalidad,Baleares,1993,0.04410664248766926
Todas las causas,Canarias,1993,0.695446277363106
Todas las enfermedades infecciosas y parasitarias,Canarias,1993,0.015550189215747768
Todos los tumores,Canarias,1993,0.1746456124945117
"Todas las enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad",Canarias,1993,0.0024828033201614082
"Todas las enfermedades endocrinas, nutricionales y metabólicas",Canarias,1993,0.0367846912960756
Todos los trastornos mentales y del comportamiento,Canarias,1993,0.014112776767233269
Todas las enfermedades del sistema nervioso y de los órganos de los sentidos,Canarias,1993,0.011956658094461519
Todas las enfermedades del sistema circulatorio,Canarias,1993,0.2540953187396768
Todas las enfermedades del sistema respiratorio,Canarias,1993,0.06416086474732903
Todas las enfermedades del sistema digestivo,Canarias,1993,0.04044355934683978
Todas las enfermedades de la piel y del tejido subcutáneo,Canarias,1993,0.001045390871646909
Todas las enfermedades del sistema osteomuscular y del tejido conjuntivo,Canarias,1993,0.003593531121286249
Todas las enfermedades del sistema genitourinario,Canarias,1993,0.015158167638880176
"Todos los fallecimientos a causa del embarazo, parto o puerperio",Canarias,1993,0.0
Todas las afecciones originadas en el periodo perinatal,Canarias,1993,0.002940161826506931
"Todas las malformaciones congénitas, deformidades y anomalías cromosómicas",Canarias,1993,0.003593531121286249
"Todos los síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",Canarias,1993,0.017836981747475382
Todas las causas externas de mortalidad,Canarias,1993,0.03704603901398733
Todas las causas,Cantabria,1993,0.9305513077559159
Todas las enfermedades infecciosas y parasitarias,Cantabria,1993,0.020389438270975634
Todos los tumores,Cantabria,1993,0.2569446804333133
"Todas las enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad",Cantabria,1993,0.0030206575216260197
"Todas las enfermedades endocrinas, nutricionales y metabólicas",Cantabria,1993,0.028696246455447192
Todos los trastornos mentales y del comportamiento,Cantabria,1993,0.02473163345831304
Todas las enfermedades del sistema nervioso y de los órganos de los sentidos,Cantabria,1993,0.014725705417926846
Todas las enfermedades del sistema circulatorio,Cantabria,1993,0.3534169300302443
Todas las enfermedades del sistema respiratorio,Cantabria,1993,0.09836016054794727
Todas las enfermedades del sistema digestivo,Cantabria,1993,0.040590085446849646
Todas las enfermedades de la piel y del tejido subcutáneo,Cantabria,1993,0.0007551643804065049
Todas las enfermedades del sistema osteomuscular y del tejido conjuntivo,Cantabria,1993,0.006230106138353666
Todas las enfermedades del sistema genitourinario,Cantabria,1993,0.016802407464044735
"Todos los fallecimientos a causa del embarazo, parto o puerperio",Cantabria,1993,0.0
Todas las afecciones originadas en el periodo perinatal,Cantabria,1993,0.0020767020461178887
"Todas las malformaciones congénitas, deformidades y anomalías cromosómicas",Cantabria,1993,0.002454284236321141
"Todos los síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",Cantabria,1993,0.02718591769463418
Todas las causas externas de mortalidad,Cantabria,1993,0.03417118821339435
Todas las causas,Castilla y León,1993,0.9673584558867031
Todas las enfermedades infecciosas y parasitarias,Castilla y León,1993,0.017630646244041273
Todos los tumores,Castilla y León,1993,0.255190785679971
"Todas las enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad",Castilla y León,1993,0.004141426970076809
"Todas las enfermedades endocrinas, nutricionales y metabólicas",Castilla y León,1993,0.028674451497579433
Todos los trastornos mentales y del comportamiento,Castilla y León,1993,0.01838004731481708
Todas las enfermedades del sistema nervioso y de los órganos de los sentidos,Castilla y León,1993,0.015264116546854526
Todas las enfermedades del sistema circulatorio,Castilla y León,1993,0.3646427841748581
Todas las enfermedades del sistema respiratorio,Castilla y León,1993,0.09631775867550066
Todas las enfermedades del sistema digestivo,Castilla y León,1993,0.04397801020605374
Todas las enfermedades de la piel y del tejido subcutáneo,Castilla y León,1993,0.0010254962021142577
Todas las enfermedades del sistema osteomuscular y del tejido conjuntivo,Castilla y León,1993,0.00966332959684589
Todas las enfermedades del sistema genitourinario,Castilla y León,1993,0.022679242931373005
"Todos los fallecimientos a causa del embarazo, parto o puerperio",Castilla y León,1993,0.0
Todas las afecciones originadas en el periodo perinatal,Castilla y León,1993,0.002484856182046086
"Todas las malformaciones congénitas, deformidades y anomalías cromosómicas",Castilla y León,1993,0.002800393475004319
"Todos los síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",Castilla y León,1993,0.04169036483210655
Todas las causas externas de mortalidad,Castilla y León,1993,0.04279474535746037
Todas las causas,Castilla La Mancha,1993,0.984766529733027
Todas las enfermedades infecciosas y parasitarias,Castilla La Mancha,1993,0.016560709894488025
Todos los tumores,Castilla La Mancha,1993,0.22654812852064013
"Todas las enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad",Castilla La Mancha,1993,0.003991250226369415
"Todas las enfermedades endocrinas, nutricionales y metabólicas",Castilla La Mancha,1993,0.03258528169886672
Todos los trastornos mentales y del comportamiento,Castilla La Mancha,1993,0.023351792369206134
Todas las enfermedades del sistema nervioso y de los órganos de los sentidos,Castilla La Mancha,1993,0.014177873938446583
Todas las enfermedades del sistema circulatorio,Castilla La Mancha,1993,0.3919765147688173
Todas las enfermedades del sistema respiratorio,Castilla La Mancha,1993,0.10722761802186491
Todas las enfermedades del sistema digestivo,Castilla La Mancha,1993,0.0487289953010475
Todas las enfermedades de la piel y del tejido subcutáneo,Castilla La Mancha,1993,0.001072276180218649
Todas las enfermedades del sistema osteomuscular y del tejido conjuntivo,Castilla La Mancha,1993,0.010901474498889598
Todas las enfermedades del sistema genitourinario,Castilla La Mancha,1993,0.019122258547232575
"Todos los fallecimientos a causa del embarazo, parto o puerperio",Castilla La Mancha,1993,5.957089890103606e-05
Todas las afecciones originadas en el periodo perinatal,Castilla La Mancha,1993,0.0019658396637341896
"Todas las malformaciones congénitas, deformidades y anomalías cromosómicas",Castilla La Mancha,1993,0.0035742539340621634
"Todos los síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",Castilla La Mancha,1993,0.03895936788127758
Todas las causas externas de mortalidad,Castilla La Mancha,1993,0.04396332338896461
Todas las causas,Cataluña,1993,0.8690506426890034
Todas las enfermedades infecciosas y parasitarias,Cataluña,1993,0.02209284362063413
Todos los tumores,Cataluña,1993,0.23501876091550125
"Todas las enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad",Cataluña,1993,0.00407490226780585
"Todas las enfermedades endocrinas, nutricionales y metabólicas",Cataluña,1993,0.023942096457027946
Todos los trastornos mentales y del comportamiento,Cataluña,1993,0.02634776165127477
Todas las enfermedades del sistema nervioso y de los órganos de los sentidos,Cataluña,1993,0.016021402892296897
Todas las enfermedades del sistema circulatorio,Cataluña,1993,0.3256157848294498
Todas las enfermedades del sistema respiratorio,Cataluña,1993,0.0785686979427144
Todas las enfermedades del sistema digestivo,Cataluña,1993,0.0467877332676985
Todas las enfermedades de la piel y del tejido subcutáneo,Cataluña,1993,0.0010800945770087795
Todas las enfermedades del sistema osteomuscular y del tejido conjuntivo,Cataluña,1993,0.007380646276226661
Todas las enfermedades del sistema genitourinario,Cataluña,1993,0.017036037191911203
"Todos los fallecimientos a causa del embarazo, parto o puerperio",Cataluña,1993,6.546027739447149e-05
Todas las afecciones originadas en el periodo perinatal,Cataluña,1993,0.001898348044439673
"Todas las malformaciones congénitas, deformidades y anomalías cromosómicas",Cataluña,1993,0.002863887136008128
"Todos los síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",Cataluña,1993,0.014597641858967142
Todas las causas externas de mortalidad,Cataluña,1993,0.04565854348264386
Todas las causas,Comunidad Valenciana,1993,0.8820371183380209
Todas las enfermedades infecciosas y parasitarias,Comunidad Valenciana,1993,0.019753583627166824
Todos los tumores,Comunidad Valenciana,1993,0.21496396568140663
"Todas las enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad",Comunidad Valenciana,1993,0.0031687508017706157
"Todas las enfermedades endocrinas, nutricionales y metabólicas",Comunidad Valenciana,1993,0.03053755812996683
Todos los trastornos mentales y del comportamiento,Comunidad Valenciana,1993,0.01712147610634123
Todas las enfermedades del sistema nervioso y de los órganos de los sentidos,Comunidad Valenciana,1993,0.012956102068529856
Todas las enfermedades del sistema circulatorio,Comunidad Valenciana,1993,0.3639208078065754
Todas las enfermedades del sistema respiratorio,Comunidad Valenciana,1993,0.07801771127262655
Todas las enfermedades del sistema digestivo,Comunidad Valenciana,1993,0.04827234084310237
Todas las enfermedades de la piel y del tejido subcutáneo,Comunidad Valenciana,1993,0.0020699097979308056
Todas las enfermedades del sistema osteomuscular y del tejido conjuntivo,Comunidad Valenciana,1993,0.007896322562476778
Todas las enfermedades del sistema genitourinario,Comunidad Valenciana,1993,0.019140277020372513
"Todos los fallecimientos a causa del embarazo, parto o puerperio",Comunidad Valenciana,1993,2.5554441949763034e-05
Todas las afecciones originadas en el periodo perinatal,Comunidad Valenciana,1993,0.0026065530788758296
"Todas las malformaciones congénitas, deformidades y anomalías cromosómicas",Comunidad Valenciana,1993,0.004420918457309005
"Todos los síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",Comunidad Valenciana,1993,0.017147030548290993
Todas las causas externas de mortalidad,Comunidad Valenciana,1993,0.04001825609332891
Todas las causas,Extremadura,1993,0.9909947998139771
Todas las enfermedades infecciosas y parasitarias,Extremadura,1993,0.013434988279616868
Todos los tumores,Extremadura,1993,0.2344076626408677
"Todas las enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad",Extremadura,1993,0.003664087712622782
"Todas las enfermedades endocrinas, nutricionales y metabólicas",Extremadura,1993,0.03720458292816979
Todos los trastornos mentales y del comportamiento,Extremadura,1993,0.011743870873790968
Todas las enfermedades del sistema nervioso y de los órganos de los sentidos,Extremadura,1993,0.009770900566994086
Todas las enfermedades del sistema circulatorio,Extremadura,1993,0.42371886112637813
Todas las enfermedades del sistema respiratorio,Extremadura,1993,0.09573603536314397
Todas las enfermedades del sistema digestivo,Extremadura,1993,0.04725733639613486
Todas las enfermedades de la piel y del tejido subcutáneo,Extremadura,1993,0.0009395096699032774
Todas las enfermedades del sistema osteomuscular y del tejido conjuntivo,Extremadura,1993,0.00789188122718753
Todas las enfermedades del sistema genitourinario,Extremadura,1993,0.018696242431075222
"Todos los fallecimientos a causa del embarazo, parto o puerperio",Extremadura,1993,0.0
Todas las afecciones originadas en el periodo perinatal,Extremadura,1993,0.0016911174058258994
"Todas las malformaciones congénitas, deformidades y anomalías cromosómicas",Extremadura,1993,0.003006430943690488
"Todos los síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",Extremadura,1993,0.04519041512234765
Todas las causas externas de mortalidad,Extremadura,1993,0.03664087712622782
Todas las causas,Galicia,1993,0.9976388092041407
Todas las enfermedades infecciosas y parasitarias,Galicia,1993,0.019697947715495732
Todos los tumores,Galicia,1993,0.24757903801520842
"Todas las enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad",Galicia,1993,0.002562930000157437
"Todas las enfermedades endocrinas, nutricionales y metabólicas",Galicia,1993,0.023725409144314563
Todos los trastornos mentales y del comportamiento,Galicia,1993,0.02182151828705475
Todas las enfermedades del sistema nervioso y de los órganos de los sentidos,Galicia,1993,0.012594970286487978
Todas las enfermedades del sistema circulatorio,Galicia,1993,0.406993284025001
Todas las enfermedades del sistema respiratorio,Galicia,1993,0.10021056300615579
Todas las enfermedades del sistema digestivo,Galicia,1993,0.04778033786007794
Todas las enfermedades de la piel y del tejido subcutáneo,Galicia,1993,0.002379863571574763
Todas las enfermedades del sistema osteomuscular y del tejido conjuntivo,Galicia,1993,0.005272313143181014
Todas las enfermedades del sistema genitourinario,Galicia,1993,0.0148283807151966
"Todos los fallecimientos a causa del embarazo, parto o puerperio",Galicia,1993,3.661328571653482e-05
Todas las afecciones originadas en el periodo perinatal,Galicia,1993,0.0024164768572912977
"Todas las malformaciones congénitas, deformidades y anomalías cromosómicas",Galicia,1993,0.003588102000220412
"Todos los síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",Galicia,1993,0.029876441144692407
Todas las causas externas de mortalidad,Galicia,1993,0.056274620146314014
Todas las causas,Madrid,1993,0.7069839413817993
